ticker,dia,n_mensajes,finbert,probe,vader
DDOG,2022-11-04,20,-0.1657,0.3036,0.0614
DDOG,2022-11-05,9,-0.2395,0.2204,-0.0581
DDOG,2022-11-06,11,0.1299,0.2381,0.0563
DDOG,2022-11-07,20,-0.0813,0.1814,-0.0417
DDOG,2022-11-08,20,-0.0128,0.2806,-0.0199
DDOG,2022-11-09,20,-0.026,0.3035,0.0498
DDOG,2022-11-10,20,0.0045,0.436,0.0814
DDOG,2022-11-11,20,0.1589,0.4069,0.0836
DDOG,2022-11-12,9,-0.1015,0.1921,0.1518
DDOG,2022-11-13,3,0.0555,0.1197,0.0883
DDOG,2022-11-14,20,0.1471,0.2525,0.0418
DDOG,2022-11-15,20,0.0038,0.1589,0.0254
DDOG,2022-11-16,20,0.0055,0.2375,0.0485
DDOG,2022-11-17,13,0.1519,0.394,0.1694
DDOG,2022-11-18,20,0.0182,0.4534,0.0284
DDOG,2022-11-19,9,0.0676,0.3837,0.016
DDOG,2022-11-20,6,-0.2834,0.3188,0.0565
DDOG,2022-11-21,15,-0.0956,0.3891,0.0582
DDOG,2022-11-22,20,0.0942,0.3965,0.0624
DDOG,2022-11-23,20,-0.1378,0.2548,-0.009
DDOG,2022-11-24,17,0.1228,0.2678,0.078
DDOG,2022-11-25,18,0.0938,0.3935,-0.0121
DDOG,2022-11-26,9,0.0549,0.0059,0.0792
DDOG,2022-11-27,4,0.0127,0.4444,0.0588
DDOG,2022-11-28,16,0.0822,0.3607,0.0664
DDOG,2022-11-29,20,-0.0469,0.0456,0.0932
DDOG,2022-11-30,20,-0.0237,0.2247,0.0062
DDOG,2022-12-01,20,0.0342,0.0873,0.0999
DDOG,2022-12-02,20,0.1086,0.3931,0.0871
DDOG,2022-12-03,11,0.1132,0.1231,0.0508
DDOG,2022-12-04,8,0.0913,0.422,0.0214
DDOG,2022-12-05,20,-0.0438,0.1402,0.0798
DDOG,2022-12-06,20,-0.1563,-0.0286,0.0101
DDOG,2022-12-07,20,0.0038,0.1874,0.0089
DDOG,2022-12-08,20,0.1397,0.373,0.0302
DDOG,2022-12-09,20,0.0427,0.1341,0.0631
DDOG,2022-12-10,5,0.0558,0.0069,0.0624
DDOG,2022-12-11,4,-0.2125,0.4834,0.0985
DDOG,2022-12-12,20,0.0446,0.281,-0.03
DDOG,2022-12-13,20,0.054,0.4027,0.0546
DDOG,2022-12-14,20,0.072,0.1337,0.0113
DDOG,2022-12-15,20,0.1324,0.2121,0.0633
DDOG,2022-12-16,10,-0.0534,-0.0727,0.052
DDOG,2022-12-17,9,0.178,-0.0522,0.1329
DDOG,2022-12-18,4,0.0234,0.0077,0.0798
DDOG,2022-12-19,18,0.0217,0.2426,0.125
DDOG,2022-12-20,9,-0.1053,-0.0472,0.0573
DDOG,2022-12-21,16,0.0277,0.1843,0.019
DDOG,2022-12-22,11,-0.1716,0.2146,0.0298
DDOG,2022-12-23,12,0.1054,0.3344,0.0967
DDOG,2022-12-24,6,0.0636,0.0031,0.0107
DDOG,2022-12-25,2,-0.0572,0.106,-0.007
DDOG,2022-12-26,5,-0.1061,0.2573,0.0204
DDOG,2022-12-27,13,-0.1148,0.1202,0.026
DDOG,2022-12-28,9,-0.0856,0.2334,0.0421
DDOG,2022-12-29,15,0.0782,0.1848,0.1185
DDOG,2022-12-30,12,0.1303,0.229,0.1162
DDOG,2022-12-31,1,0.0688,0.7884,0.157
DIS,2020-01-01,20,0.0917,0.2756,0.1124
DIS,2020-01-02,20,0.0167,0.3805,-0.0271
DIS,2020-01-03,20,0.0297,0.3419,0.0261
DIS,2020-01-04,20,0.0048,0.2466,0.0374
DIS,2020-01-05,20,-0.0063,0.0648,0.0405
DIS,2020-01-06,20,-0.2287,0.1449,-0.0205
DIS,2020-01-07,20,-0.0208,0.4906,-0.0227
DIS,2020-01-08,20,-0.0631,0.2249,0.0128
DIS,2020-01-09,20,-0.1089,0.1778,0.0808
DIS,2020-01-10,20,-0.1968,0.1542,-0.0452
DIS,2020-01-11,20,-0.0241,0.1967,0.0347
DIS,2020-01-12,20,0.0324,0.248,0.077
DIS,2020-01-13,20,-0.0277,0.4002,0.0053
DIS,2020-01-14,20,0.0159,0.1359,0.0289
DIS,2020-01-15,20,-0.1363,0.2028,0.0221
DIS,2020-01-16,20,-0.0292,0.3323,0.0195
DIS,2020-01-17,20,0.0937,0.3812,0.0819
DIS,2020-01-18,20,0.0684,0.2013,0.0603
DIS,2020-01-19,20,0.0976,0.1622,0.0608
DIS,2020-01-20,20,0.0062,0.2246,0.0767
DIS,2020-01-21,20,0.0577,0.2752,0.0166
DIS,2020-01-22,20,-0.2065,-0.0545,-0.0393
DIS,2020-01-23,20,-0.1001,0.0586,-0.0245
DIS,2020-01-24,20,-0.0666,0.2291,0.0648
DIS,2020-01-25,20,-0.0263,0.323,0.0834
DIS,2020-01-26,20,-0.051,0.3638,0.0251
DIS,2020-01-27,20,-0.1826,0.2797,0.0523
DIS,2020-01-28,20,0.0355,0.3474,0.0927
DIS,2020-01-29,20,-0.099,0.4123,0.0246
DIS,2020-01-30,20,-0.1532,0.2001,0.0081
DIS,2020-01-31,20,0.1024,0.4666,0.0409
DIS,2020-02-01,20,-0.1093,0.3159,0.0239
DIS,2020-02-02,20,-0.0599,0.0526,0.0143
DIS,2020-02-03,20,-0.0007,0.2599,0.0624
DIS,2020-02-04,20,0.0233,0.3288,-0.0113
DIS,2020-02-05,20,-0.1081,0.434,0.0478
DIS,2020-02-06,20,-0.0965,0.4327,0.0697
DIS,2020-02-07,20,-0.096,0.168,0.0053
DIS,2020-02-08,20,-0.0831,0.2382,0.0351
DIS,2020-02-09,20,-0.0905,0.0438,0.0842
DIS,2020-02-10,20,-0.1748,0.284,0.1054
DIS,2020-02-11,20,-0.1151,0.3547,-0.0186
