ticker,dia,n_mensajes,finbert,probe,vader
CRWD,2020-10-29,20,-0.1117,0.1332,0.0002
CRWD,2020-10-30,20,-0.1801,0.0166,-0.0073
CRWD,2020-10-31,7,0.0876,0.0881,0.0994
CRWD,2020-11-01,4,-0.3671,-0.2729,0.1145
CRWD,2020-11-02,15,-0.0565,0.1844,0.0027
CRWD,2020-11-03,18,0.0742,0.4859,0.0812
CRWD,2020-11-04,20,0.0647,0.4859,0.0582
CRWD,2020-11-05,20,0.1036,0.3712,0.0643
CRWD,2020-11-06,14,0.1747,0.4505,0.0577
CRWD,2020-11-07,6,0.1564,0.0759,-0.0645
CRWD,2020-11-08,3,0.0292,-0.1384,0.1367
CRWD,2020-11-09,20,-0.0617,0.4508,0.0476
CRWD,2020-11-10,20,-0.0546,0.2234,0.0163
CRWD,2020-11-11,20,0.19,0.4018,0.0778
CRWD,2020-11-12,20,0.0389,0.1494,0.0357
CRWD,2020-11-13,20,-0.0829,0.3599,0.0122
CRWD,2020-11-14,11,0.0594,0.4154,0.0791
CRWD,2020-11-15,4,0.1137,0.3498,0.2128
CRWD,2020-11-16,20,0.0498,0.3079,-0.0052
CRWD,2020-11-17,20,0.0692,0.3985,0.0996
CRWD,2020-11-18,20,0.1643,0.3055,0.0932
CRWD,2020-11-19,20,0.0953,0.3982,0.1189
CRWD,2020-11-20,20,0.0952,0.3424,0.0391
CRWD,2020-11-21,8,0.0989,0.4776,0.1084
CRWD,2020-11-22,17,0.1371,0.517,0.1155
CRWD,2020-11-23,20,0.0883,0.3857,0.0329
CRWD,2020-11-24,20,0.0731,0.4196,0.1012
CRWD,2020-11-25,20,0.0491,0.3806,0.087
CRWD,2020-11-26,13,-0.0691,0.3196,0.0999
CRWD,2020-11-27,20,0.0231,0.3042,0.0036
CRWD,2020-11-28,20,0.1057,0.2719,0.0939
CRWD,2020-11-29,18,0.1243,0.5546,0.0443
CRWD,2020-11-30,20,0.0994,0.5057,0.1053
CRWD,2020-12-01,20,0.0317,0.0664,-0.0024
CRWD,2020-12-02,20,0.0376,0.2568,0.0512
CRWD,2020-12-03,20,0.1855,0.575,0.0905
CRWD,2020-12-04,20,0.0745,0.3242,0.152
CRWD,2020-12-05,20,0.0463,0.3835,0.045
CRWD,2020-12-06,20,0.0902,0.3278,0.0826
CRWD,2020-12-07,20,0.0391,0.2995,0.0391
CRWD,2020-12-08,20,0.2503,0.5763,0.0558
CRWD,2020-12-09,20,-0.0745,0.3636,0.064
CRWD,2020-12-10,20,-0.0765,0.3709,0.1064
CRWD,2020-12-11,20,0.1632,0.3804,0.1106
CRWD,2020-12-12,10,0.3132,0.3342,0.0896
CRWD,2020-12-13,6,-0.0448,-0.0311,0.1205
CRWD,2020-12-14,20,0.0326,0.3355,0.0665
CRWD,2020-12-15,20,0.0579,0.244,0.0417
CRWD,2020-12-16,20,0.105,0.3444,0.0624
CRWD,2020-12-17,20,0.2051,0.5267,0.0676
CRWD,2020-12-18,20,0.0555,0.3336,0.0835
CRWD,2020-12-19,20,0.0764,0.4684,0.1129
CRWD,2020-12-20,20,0.1053,0.5303,0.0938
CRWD,2020-12-21,20,0.1563,0.3256,0.0583
CRWD,2020-12-22,20,-0.0154,0.2506,-0.0069
CRWD,2020-12-23,20,-0.0166,0.1919,-0.0202
CRWD,2020-12-24,20,0.0128,0.2994,0.0247
CRWD,2020-12-25,17,-0.0222,0.3977,0.0492
CRWD,2020-12-26,11,0.112,0.3674,0.1255
CRWD,2020-12-27,14,0.0487,0.4773,0.0637
CRWD,2020-12-28,20,-0.034,0.2938,0.0863
CRWD,2020-12-29,20,-0.0166,0.3581,0.0265
CRWD,2020-12-30,20,-0.0294,0.1841,0.0607
CRWD,2020-12-31,20,0.0006,0.2067,0.0349
CRWD,2021-01-01,12,0.0642,0.3484,0.0752
CRWD,2021-01-02,14,0.0597,0.2717,0.065
CRWD,2021-01-03,3,0.1086,-0.1904,0.1453
CRWD,2021-01-04,20,-0.2334,-0.0014,0.0539
CRWD,2021-01-05,20,0.0556,0.314,0.0775
CRWD,2021-01-06,20,0.1438,0.2306,0.0301
CRWD,2021-01-07,20,0.0386,0.2174,0.0007
CRWD,2021-01-08,20,0.1652,0.2812,0.111
CRWD,2021-01-09,11,-0.1273,0.3287,0.0641
CRWD,2021-01-10,12,0.1295,0.4926,0.0939
CRWD,2021-01-11,20,0.215,0.393,0.0422
CRWD,2021-01-12,20,0.1489,0.296,0.0896
CRWD,2021-01-13,20,-0.0535,0.2538,0.0052
CRWD,2021-01-14,20,0.2203,0.319,0.1436
CRWD,2021-01-15,20,0.046,0.2683,0.0935
CRWD,2021-01-16,20,0.1198,0.3815,0.1183
CRWD,2021-01-17,5,0.1116,0.2758,0.1586
CRWD,2021-01-18,20,0.0341,0.1448,0.0746
CRWD,2021-01-19,20,0.0632,0.4438,0.0334
CRWD,2021-01-20,20,0.0684,0.3369,0.09
CRWD,2021-01-21,20,0.0954,0.4421,0.0413
CRWD,2021-01-22,20,-0.0213,0.1501,0.0113
CRWD,2021-01-23,14,-0.0226,0.0474,0.0719
CRWD,2021-01-24,20,0.0774,0.321,0.0816
CRWD,2021-01-25,20,0.0622,0.2679,0.0188
CRWD,2021-01-26,20,0.0996,0.4683,0.0068
CRWD,2021-01-27,20,-0.0259,-1e-04,0.047
CRWD,2021-01-28,20,0.0674,0.2831,0.0332
CRWD,2021-01-29,20,0.0609,0.2875,-0.0124
CRWD,2021-01-30,15,0.0734,0.4582,0.0963
CRWD,2021-01-31,8,-0.0568,0.0492,0.0221
CRWD,2021-02-01,20,-0.0227,0.3956,0.0381
CRWD,2021-02-02,20,0.0708,0.3359,0.014
CRWD,2021-02-03,20,0.0643,0.2607,0.0197
CRWD,2021-02-04,20,-0.0226,0.2159,0.0879
CRWD,2021-02-05,20,0.1058,0.2947,0.0504
CRWD,2021-02-06,11,-0.0125,0.4503,0.112
CRWD,2021-02-07,10,0.1669,0.3913,0.0403
CRWD,2021-02-08,20,-0.0688,0.2561,0.0173
CRWD,2021-02-09,20,-0.0519,0.2037,0.0248
CRWD,2021-02-10,20,0.1376,0.3447,0.1058
CRWD,2021-02-11,20,0.1701,0.4062,0.0534
CRWD,2021-02-12,20,0.1767,0.3852,0.0578
CRWD,2021-02-13,16,-0.017,0.3352,0.0936
CRWD,2021-02-14,8,0.1815,0.4156,0.1666
CRWD,2021-02-15,10,0.1942,0.3761,0.1165
CRWD,2021-02-16,20,0.0385,0.4635,0.0407
CRWD,2021-02-17,20,0.0107,0.253,0.1042
CRWD,2021-02-18,20,0.1439,0.1667,0.0826
CRWD,2021-02-19,20,0.135,0.4208,0.0796
CRWD,2021-02-20,8,-0.027,0.3506,0.1262
CRWD,2021-02-21,6,-0.2035,0.3411,0.0887
CRWD,2021-02-22,20,0.1013,0.2425,0.0548
CRWD,2021-02-23,20,0.0697,0.1528,0.083
CRWD,2021-02-24,20,-0.0193,0.3604,0.0506
CRWD,2021-02-25,20,-0.0032,0.3273,0.0616
CRWD,2021-02-26,20,-0.1544,0.2458,0.0733
CRWD,2021-02-27,11,-0.0423,0.0091,0.096
CRWD,2021-02-28,9,0.3298,0.6554,0.0812
CRWD,2021-03-01,20,0.0618,0.3118,0.0632
CRWD,2021-03-02,20,-0.0144,0.4457,0.0792
CRWD,2021-03-03,20,0.005,0.4066,0.013
CRWD,2021-03-04,20,-0.201,0.3286,0.0632
CRWD,2021-03-05,20,-0.191,0.0145,-0.0663
CRWD,2021-03-06,20,-0.0454,0.3919,0.0567
CRWD,2021-03-07,18,-0.0652,0.3838,0.0316
CRWD,2021-03-08,20,-0.0136,0.3874,0.069
CRWD,2021-03-09,20,-0.0388,0.4592,0.0799
CRWD,2021-03-10,20,-0.0575,0.3111,-0.0113
CRWD,2021-03-11,20,-0.0226,0.0994,0.0194
CRWD,2021-03-12,20,0.0739,0.2981,0.0626
CRWD,2021-03-13,12,-0.0038,0.3869,0.1698
CRWD,2021-03-14,10,-0.0449,0.1069,0.0349
CRWD,2021-03-15,20,-0.0033,0.1311,0.034
CRWD,2021-03-16,20,0.0128,0.2575,0.0914
CRWD,2021-03-17,20,0.1227,0.3765,0.0794
CRWD,2021-03-18,20,0.0176,0.1829,0.065
CRWD,2021-03-19,20,0.0635,0.2941,0.0621
CRWD,2021-03-20,17,0.1876,0.5209,0.0297
CRWD,2021-03-21,12,0.168,0.3908,0.0998
CRWD,2021-03-22,20,0.0231,0.2759,0.006
CRWD,2021-03-23,20,0.1111,0.3231,-0.036
CRWD,2021-03-24,20,-0.0098,0.3307,0.0509
CRWD,2021-03-25,20,0.0406,0.3804,0.0394
CRWD,2021-03-26,20,-0.0485,0.1556,0.0367
CRWD,2021-03-27,16,-0.0828,0.2172,0.0547
CRWD,2021-03-28,13,0.0479,0.5601,0.0758
CRWD,2021-03-29,20,-0.1135,0.3267,0.0517
CRWD,2021-03-30,20,-0.0407,0.0715,-0.0293
CRWD,2021-03-31,20,0.087,0.3187,0.0898
CRWD,2021-04-01,20,0.0159,0.194,0.1214
CRWD,2021-04-02,12,0.1307,0.316,0.0302
CRWD,2021-04-03,14,0.0581,0.3387,0.0665
CRWD,2021-04-04,7,0.0617,0.379,0.0736
CRWD,2021-04-05,20,-0.0519,0.4078,0.044
CRWD,2021-04-06,20,0.0064,0.244,0.0768
CRWD,2021-04-07,20,0.042,0.4781,0.0494
CRWD,2021-04-08,20,0.0281,0.3233,0.0636
CRWD,2021-04-09,20,-0.0585,0.225,0.142
CRWD,2021-04-10,14,0.0585,0.4097,0.0173
CRWD,2021-04-11,12,0.0472,0.3853,0.0412
CRWD,2021-04-12,20,0.0306,0.1865,0.1146
CRWD,2021-04-13,20,0.2298,0.4742,0.0702
CRWD,2021-04-14,20,-0.1244,0.2179,-0.0142
CRWD,2021-04-15,20,0.0927,0.4859,0.1039
CRWD,2021-04-16,20,0.1061,0.2979,0.0706
CRWD,2021-04-17,13,0.2172,0.4692,0.0188
CRWD,2021-04-18,12,0.2843,0.4046,0.1225
CRWD,2021-04-19,20,-0.0345,0.3451,0.0155
CRWD,2021-04-20,20,-0.0589,0.0994,0.0646
CRWD,2021-04-21,20,0.0418,0.1878,0.0757
CRWD,2021-04-22,20,-0.0408,0.254,0.0302
CRWD,2021-04-23,20,0.1095,0.2902,0.041
CRWD,2021-04-24,7,0.2536,0.4814,0.0566
CRWD,2021-04-25,3,0.2954,0.4105,0.0627
CRWD,2021-04-26,20,0.0506,0.4583,0.0728
CRWD,2021-04-27,20,0.0115,0.2005,0.0781
CRWD,2021-04-28,20,-0.2085,0.1217,-0.0374
CRWD,2021-04-29,20,0.0393,0.4398,0.0532
CRWD,2021-04-30,19,-0.0113,0.1687,0.0433
CRWD,2021-05-01,7,-0.0089,-0.0589,0.0667
CRWD,2021-05-02,5,-0.3193,-0.1164,0.0374
CRWD,2021-05-03,20,0.1474,0.2467,0.1072
CRWD,2021-05-04,20,0.0868,0.4336,0.0438
CRWD,2021-05-05,20,-0.104,0.0369,0.0231
CRWD,2021-05-06,20,-0.1436,0.1998,0.0378
CRWD,2021-05-07,20,-0.018,0.2765,-0.0391
CRWD,2021-05-08,9,-0.1133,0.1729,0.0503
CRWD,2021-05-09,4,-0.3009,-0.0088,-0.0617
CRWD,2021-05-10,20,0.2011,0.2136,0.068
CRWD,2021-05-11,20,0.1759,0.3401,0.0611
CRWD,2021-05-12,20,-0.0458,0.1323,0.0249
CRWD,2021-05-13,20,-0.1869,0.0771,-0.0154
CRWD,2021-05-14,20,-0.148,0.1594,-0.0044
CRWD,2021-05-15,10,-0.0033,0.03,0.0431
CRWD,2021-05-16,8,0.2166,0.4468,0.0532
CRWD,2021-05-17,20,0.2182,0.2914,0.0715
CRWD,2021-05-18,20,-0.0167,0.2759,0.0574
CRWD,2021-05-19,20,-0.0098,0.3944,0.0804
CRWD,2021-05-20,20,0.2103,0.7846,0.0304
CRWD,2021-05-21,20,0.0511,0.3592,0.0899
CRWD,2021-05-22,11,0.1417,0.3383,0.0696
CRWD,2021-05-23,9,0.2395,0.4567,0.0762
CRWD,2021-05-24,20,0.0661,0.1264,0.0774
CRWD,2021-05-25,20,0.0375,0.2979,0.1315
CRWD,2021-05-26,20,0.1531,0.429,0.162
CRWD,2021-05-27,20,0.1476,0.2569,0.085
CRWD,2021-05-28,20,0.1855,0.478,0.0407
CRWD,2021-05-29,9,0.0146,0.4477,0.0331
CRWD,2021-05-30,15,0.0626,0.2233,0.0985
CRWD,2021-05-31,17,0.1346,0.3859,0.0664
CRWD,2021-06-01,20,0.072,0.4741,-0.0216
CRWD,2021-06-02,20,0.0187,0.1491,0.0358
CRWD,2021-06-03,20,-0.0235,0.3862,0.0686
CRWD,2021-06-04,20,-0.0009,0.1532,-0.017
CRWD,2021-06-05,20,-0.1791,0.1716,0.0084
CRWD,2021-06-06,20,0.0512,0.3409,0.0443
CRWD,2021-06-07,20,-0.0572,0.4075,0.0926
CRWD,2021-06-08,20,0.0737,0.4108,0.0168
CRWD,2021-06-09,20,0.1628,0.4322,0.1106
CRWD,2021-06-10,20,0.076,0.4042,0.0944
CRWD,2021-06-11,20,0.15,0.403,0.0455
CRWD,2021-06-12,19,0.0902,0.4781,0.1355
CRWD,2021-06-13,19,0.1238,0.5681,0.0964
CRWD,2021-06-14,20,0.1385,0.2963,0.0655
CRWD,2021-06-15,20,-0.049,0.1389,0.0328
CRWD,2021-06-16,20,-0.0134,0.3072,0.0786
CRWD,2021-06-17,20,0.1325,0.4375,0.1148
CRWD,2021-06-18,20,-0.0651,0.3059,0.092
CRWD,2021-06-19,20,0.0645,0.3067,0.0444
CRWD,2021-06-20,20,0.0814,0.2261,-0.0093
CRWD,2021-06-21,20,-0.1339,0.2844,0.0316
CRWD,2021-06-22,20,0.1374,0.3343,0.055
CRWD,2021-06-23,20,0.0721,0.3844,0.1096
CRWD,2021-06-24,20,0.0083,0.4007,0.0786
CRWD,2021-06-25,20,0.0061,0.3293,0.0573
CRWD,2021-06-26,20,0.0266,0.2747,0.0188
CRWD,2021-06-27,20,0.0911,0.3023,0.0467
CRWD,2021-06-28,20,0.2068,0.4666,0.0455
CRWD,2021-06-29,20,0.0118,0.1593,0.0533
CRWD,2021-06-30,20,0.3525,0.6115,0.0571
CRWD,2021-07-01,20,0.1227,0.4048,0.13
CRWD,2021-07-02,20,0.0527,0.2649,0.0618
CRWD,2021-07-03,20,-0.0461,0.0843,0.0072
CRWD,2021-07-04,13,-0.003,0.2368,-0.037
CRWD,2021-07-05,20,0.0433,0.3723,0.0376
CRWD,2021-07-06,20,-0.0143,0.4712,0.0614
CRWD,2021-07-07,20,0.0345,0.3556,0.0426
CRWD,2021-07-08,20,0.0086,0.2454,0.0632
CRWD,2021-07-09,20,0.0691,0.2265,-0.0364
CRWD,2021-07-10,18,-0.0245,0.323,0.0425
CRWD,2021-07-11,15,0.0668,0.3267,0.0687
CRWD,2021-07-12,20,0.2072,0.5758,0.1107
CRWD,2021-07-13,20,0.1588,0.2676,0.1249
CRWD,2021-07-14,20,0.0119,0.4245,0.0056
CRWD,2021-07-15,20,0.0403,0.4527,0.0651
CRWD,2021-07-16,20,0.0772,0.4259,0.0376
CRWD,2021-07-17,12,0.0312,0.2431,0.1013
CRWD,2021-07-18,16,0.021,0.2808,0.0397
CRWD,2021-07-19,20,0.1394,0.4588,0.0559
CRWD,2021-07-20,20,0.0175,0.4233,0.055
CRWD,2021-07-21,20,0.0781,0.3835,0.079
CRWD,2021-07-22,20,0.1967,0.433,0.1084
CRWD,2021-07-23,20,0.0658,0.4188,0.0167
CRWD,2021-07-24,20,-0.0512,0.1948,0.1152
CRWD,2021-07-25,17,0.1094,0.5686,0.0471
CRWD,2021-07-26,20,-0.0033,0.278,0.0578
CRWD,2021-07-27,20,-0.0839,0.3041,0.0396
CRWD,2021-07-28,20,0.106,0.3391,0.043
CRWD,2021-07-29,20,0.1515,0.3805,0.0662
CRWD,2021-07-30,20,-0.0607,0.3922,0.0283
CRWD,2021-07-31,10,0.0263,0.3208,0.0335
CRWD,2021-08-01,8,0.038,0.2718,-0.0484
CRWD,2021-08-02,20,-0.0004,0.2693,0.0484
CRWD,2021-08-03,20,0.0078,0.2726,0.0074
CRWD,2021-08-04,20,-0.0414,0.1501,0.0582
CRWD,2021-08-05,20,0.01,0.3473,0.1228
CRWD,2021-08-06,20,-0.0458,0.5557,0.0116
CRWD,2021-08-07,16,0.0712,0.2976,0.0639
CRWD,2021-08-08,14,0.1073,0.4713,0.0445
CRWD,2021-08-09,20,-0.033,0.2637,0.0652
CRWD,2021-08-10,20,0.0252,0.2938,0.0454
CRWD,2021-08-11,20,-0.0363,0.4096,0.0255
CRWD,2021-08-12,20,0.0468,0.1529,0.0648
CRWD,2021-08-13,20,0.0516,0.2045,0.0603
CRWD,2021-08-14,9,0.0261,0.3564,0.1038
CRWD,2021-08-15,9,0.085,0.4127,0.0239
CRWD,2021-08-16,20,0.1445,0.4175,0.0013
CRWD,2021-08-17,20,0.0849,0.5064,0.028
CRWD,2021-08-18,20,0.0266,0.3386,0.0645
CRWD,2021-08-19,20,0.0401,0.2405,0.074
CRWD,2021-08-20,20,-0.0992,0.2548,0.0898
CRWD,2021-08-21,11,0.0275,0.1329,0.0937
CRWD,2021-08-22,10,0.0524,0.4285,0.126
CRWD,2021-08-23,20,0.0933,0.3554,0.1326
CRWD,2021-08-24,20,0.0921,0.3486,0.1936
CRWD,2021-08-25,20,0.0387,0.4499,0.0467
CRWD,2021-08-26,20,-0.0306,0.4231,0.0567
CRWD,2021-08-27,20,0.0198,0.3745,0.0784
CRWD,2021-08-28,20,0.0391,0.2562,0.129
CRWD,2021-08-29,20,0.0441,0.3303,0.0883
CRWD,2021-08-30,20,0.1856,0.2715,0.0183
CRWD,2021-08-31,20,-0.0324,0.283,0.0589
CRWD,2021-09-01,20,0.1069,0.1901,0.0774
CRWD,2021-09-02,20,0.0136,0.3488,0.1202
CRWD,2021-09-03,20,0.1284,0.4384,0.0994
CRWD,2021-09-04,16,0.1639,0.3286,0.0814
CRWD,2021-09-05,20,0.2,0.1974,0.0791
CRWD,2021-09-06,20,0.1273,0.3207,0.0586
CRWD,2021-09-07,20,0.0761,0.5571,0.1122
CRWD,2021-09-08,20,-0.0179,0.0705,0.0485
CRWD,2021-09-09,20,0.0988,0.2953,0.0445
CRWD,2021-09-10,20,-0.005,0.4179,0.0278
CRWD,2021-09-11,20,-0.0114,0.3925,0.0435
CRWD,2021-09-12,19,0.0858,0.3645,0.1017
CRWD,2021-09-13,20,-0.2663,0.2563,-0.0058
CRWD,2021-09-14,20,0.059,0.3483,0.0662
CRWD,2021-09-15,20,0.2856,0.4007,0.1475
CRWD,2021-09-16,20,0.1587,0.4733,0.1464
CRWD,2021-09-17,20,0.0633,0.2139,0.0816
CRWD,2021-09-18,11,0.0331,0.1889,0.0524
CRWD,2021-09-19,11,0.1879,0.4079,0.0337
CRWD,2021-09-20,20,0.0182,0.2615,0.0723
CRWD,2021-09-21,20,0.0619,0.2916,0.0146
CRWD,2021-09-22,20,0.0249,0.1389,0.0522
CRWD,2021-09-23,20,0.0936,0.1959,0.0402
CRWD,2021-09-24,20,0.0475,0.2209,0.0848
CRWD,2021-09-25,14,0.0453,0.2633,0.0802
CRWD,2021-09-26,9,0.0339,0.3127,0.1026
CRWD,2021-09-27,20,-0.0287,0.3327,0.0284
CRWD,2021-09-28,20,-0.216,-0.0461,-0.0229
CRWD,2021-09-29,20,-0.126,0.1897,0.0253
CRWD,2021-09-30,20,0.0403,0.4937,0.1046
CRWD,2021-10-01,20,-0.036,0.3072,0.0011
CRWD,2021-10-02,16,0.143,0.1623,0.0839
CRWD,2021-10-03,14,0.1821,0.1437,0.1176
CRWD,2021-10-04,20,-0.14,0.1823,-0.062
CRWD,2021-10-05,20,0.106,0.1495,0.1336
CRWD,2021-10-06,20,-0.0569,0.2519,0.1342
CRWD,2021-10-07,20,0.0763,0.1146,0.0614
CRWD,2021-10-08,20,-0.0444,0.1689,0.0427
CRWD,2021-10-09,17,-0.1179,0.3076,0.0425
CRWD,2021-10-10,12,0.0033,0.1113,0.0658
CRWD,2021-10-11,20,0.0456,0.2959,0.0881
CRWD,2021-10-12,20,0.2318,0.0706,0.126
CRWD,2021-10-13,20,0.268,0.6264,0.088
CRWD,2021-10-14,20,0.1058,0.5572,0.0402
CRWD,2021-10-15,20,0.0571,0.5849,0.0597
CRWD,2021-10-16,20,0.0698,0.2275,0.0286
CRWD,2021-10-17,18,-0.2408,0.1652,0.0351
CRWD,2021-10-18,20,0.1082,0.3446,0.1616
CRWD,2021-10-19,20,0.0242,0.3621,0.0904
CRWD,2021-10-20,20,0.0364,0.3995,0.0351
CRWD,2021-10-21,20,-0.0283,0.2655,0.052
CRWD,2021-10-22,20,-0.0748,0.1535,0.0272
CRWD,2021-10-23,20,0.044,0.1282,0.0955
CRWD,2021-10-24,20,0.0453,0.2578,0.1219
CRWD,2021-10-25,20,0.138,0.4992,0.0105
CRWD,2021-10-26,20,0.1274,0.3254,0.123
CRWD,2021-10-27,20,-0.1302,0.2066,0.0152
CRWD,2021-10-28,20,0.112,0.3229,0.0765
CRWD,2021-10-29,20,0.1552,0.2668,0.082
CRWD,2021-10-30,20,-0.0061,0.2855,0.0704
CRWD,2021-10-31,13,0.111,0.0575,0.1824
CRWD,2021-11-01,20,-0.0642,0.0677,0.0572
CRWD,2021-11-02,20,0.0884,0.1015,0.0588
CRWD,2021-11-03,20,0.2863,0.282,0.0664
CRWD,2021-11-04,20,0.0546,0.3355,0.051
CRWD,2021-11-05,20,-0.0273,0.4713,0.0147
CRWD,2021-11-06,11,0.1075,0.2067,0.0705
CRWD,2021-11-07,11,-0.1272,-0.0895,0.0479
CRWD,2021-11-08,20,0.0414,0.4511,0.0541
CRWD,2021-11-09,20,0.1142,0.4232,0.0068
CRWD,2021-11-10,20,0.1243,0.4561,0.094
CRWD,2021-11-11,20,-0.0237,0.1625,0.0244
CRWD,2021-11-12,20,0.0434,0.1967,0.073
CRWD,2021-11-13,15,0.1579,-0.0216,0.158
CRWD,2021-11-14,15,0.0994,0.1045,0.0817
CRWD,2021-11-15,20,-0.0938,0.2225,-0.0353
CRWD,2021-11-16,20,-0.0689,0.255,0.042
CRWD,2021-11-17,20,0.0594,0.3687,0.039
CRWD,2021-11-18,20,-0.0395,0.0499,0.0661
CRWD,2021-11-19,20,-0.1363,0.1321,0.006
CRWD,2021-11-20,15,-0.2014,-0.0288,0.0963
CRWD,2021-11-21,8,0.0236,0.0345,0.0951
CRWD,2021-11-22,20,-0.1945,0.3173,0.0516
CRWD,2021-11-23,20,-0.0811,0.2694,0.1563
CRWD,2021-11-24,20,-0.2551,0.3072,0.0124
CRWD,2021-11-25,20,-0.1109,0.1028,0.0372
CRWD,2021-11-26,20,-0.1038,0.2204,0.0656
CRWD,2021-11-27,20,0.0689,0.2045,0.055
CRWD,2021-11-28,20,-0.045,0.2079,0.0494
CRWD,2021-11-29,20,0.0169,0.3171,0.0538
CRWD,2021-11-30,20,-0.0818,0.2625,0.084
CRWD,2021-12-01,20,-0.133,0.0634,0.0347
CRWD,2021-12-02,20,-0.0744,0.2073,0.0687
CRWD,2021-12-03,20,-0.0129,0.4882,-0.0294
CRWD,2021-12-04,20,0.0339,0.4273,0.0734
CRWD,2021-12-05,20,-0.1243,0.0408,0.0419
CRWD,2021-12-06,20,-0.1261,0.3233,0.0126
CRWD,2021-12-07,20,0.1224,0.1409,0.1196
CRWD,2021-12-08,20,-0.0216,0.3806,0.0784
CRWD,2021-12-09,20,-0.0225,0.2835,0.035
CRWD,2021-12-10,20,-0.0115,0.2166,0.0422
CRWD,2021-12-11,20,-0.0372,0.1665,0.0798
CRWD,2021-12-12,20,-0.1647,-0.0149,0.053
CRWD,2021-12-13,20,-0.1069,0.3577,0.0093
CRWD,2021-12-14,20,0.0328,0.1643,0.041
CRWD,2021-12-15,20,-0.11,0.1537,0.0689
CRWD,2021-12-16,20,0.1325,0.4657,0.0898
CRWD,2021-12-17,20,-0.0925,0.0913,0.0756
CRWD,2021-12-18,16,-0.0598,0.1956,0.0902
CRWD,2021-12-19,12,-0.1411,-0.065,0.0683
CRWD,2021-12-20,20,0.1661,0.3115,0.0475
CRWD,2021-12-21,20,0.0402,0.3651,0.0016
CRWD,2021-12-22,20,0.0521,-0.0708,0.0406
CRWD,2021-12-23,20,0.0944,0.3438,0.0142
CRWD,2021-12-24,20,-0.0511,0.1065,0.1032
CRWD,2021-12-25,15,0.0721,-0.0309,0.1014
CRWD,2021-12-26,12,0.1395,0.2222,0.0728
CRWD,2021-12-27,20,-0.0775,0.2318,0.0422
CRWD,2021-12-28,20,-0.0184,0.0318,0.0198
CRWD,2021-12-29,20,-0.1847,0.2114,0.0718
CRWD,2021-12-30,20,-0.1232,0.2992,0.0627
CRWD,2021-12-31,20,-0.1277,0.2062,0.0821
CRWD,2022-01-01,10,-0.05,0.2853,0.0395
CRWD,2022-01-02,10,0.0825,0.278,0.0311
CRWD,2022-01-03,20,-0.1109,0.4512,-0.0174
CRWD,2022-01-04,20,-0.101,0.0286,0.0774
CRWD,2022-01-05,20,-0.0076,0.1273,-0.0007
CRWD,2022-01-06,20,0.0384,0.2617,0.1134
CRWD,2022-01-07,20,-0.0608,0.2308,0.0456
CRWD,2022-01-08,13,-0.0396,0.448,0.0599
CRWD,2022-01-09,15,0.0137,0.0375,0.0329
CRWD,2022-01-10,20,-0.1004,0.3201,0.0692
CRWD,2022-01-11,20,0.0209,0.2366,0.0232
CRWD,2022-01-12,20,0.1352,0.3957,0.0342
CRWD,2022-01-13,20,0.026,0.3198,0.0724
CRWD,2022-01-14,20,-0.1272,0.3083,0.0008
CRWD,2022-01-15,20,-0.2288,0.2623,-0.012
CRWD,2022-01-16,14,0.003,0.3788,0.0464
CRWD,2022-01-17,18,-0.1523,0.2156,0.0935
CRWD,2022-01-18,20,0.0041,0.2094,0.0199
CRWD,2022-01-19,20,0.05,0.2103,0.0239
CRWD,2022-01-20,20,-0.0834,0.2966,0.0456
CRWD,2022-01-21,20,-0.0796,0.2162,0.0141
CRWD,2022-01-22,11,-0.1158,0.5497,-0.0588
CRWD,2022-01-23,6,-0.0134,0.5526,0.0153
CRWD,2022-01-24,20,-0.0408,0.3538,0.0894
CRWD,2022-01-25,20,0.0502,0.0862,0.0267
CRWD,2022-01-26,20,-0.0845,0.4732,0.0942
CRWD,2022-01-27,20,-0.0582,0.5009,0.0506
CRWD,2022-01-28,20,-0.0905,0.4282,0.0706
CRWD,2022-01-29,10,-0.1558,-0.0347,0.0566
CRWD,2022-01-30,11,0.0155,0.3594,0.0811
CRWD,2022-01-31,20,0.0345,0.3672,0.1435
CRWD,2022-02-01,14,-0.151,0.1963,0.0889
CRWD,2022-02-02,20,-0.0213,0.2279,0.0599
CRWD,2022-02-03,15,-0.0577,0.5086,0.0595
CRWD,2022-02-04,20,-0.1077,0.3489,0.0348
CRWD,2022-02-05,8,-0.1261,0.4511,0.0116
CRWD,2022-02-06,9,-0.1642,0.2508,-0.0148
CRWD,2022-02-07,20,0.2327,0.2358,0.0324
CRWD,2022-02-08,20,0.0082,0.3214,0.0259
CRWD,2022-02-09,20,0.0409,0.3187,0.1377
CRWD,2022-02-10,20,0.0431,0.299,0.0638
CRWD,2022-02-11,20,-0.0556,0.2342,0.044
CRWD,2022-02-12,8,-0.0203,0.2358,0.0
CRWD,2022-02-13,11,-0.0509,0.3955,0.0493
CRWD,2022-02-14,20,0.0973,0.474,0.113
CRWD,2022-02-15,20,-0.0687,0.3032,-0.0449
CRWD,2022-02-16,20,0.1585,0.3814,0.018
CRWD,2022-02-17,20,-0.101,0.2562,-0.0658
CRWD,2022-02-18,20,0.032,0.3332,-0.0222
